,clue,exp,is_anagram,is_homophone,is_double,is_cryptic,is_contain,is_reverse,is_alternate,is_init,is_delete,is_charade,is_&lit,is_hidden,is_spoonerism,is_palindrome
36176, Happen to interrupt crude gesture that's not usual in pub , GUEST BEER BE (happen) in or ‘interrupting’ an anagram of GESTURE – anagrind is ‘crude’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10575,Relocated most of otherwise influential people , Anagram ofotherwis(e) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
112837, Hypothetical matter  reportedly somehow missing red ," PROTYLE: (reportedly – red)*; Crookes’ name for a hypothetical base substance from which all chemical elements were believed to have been made 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
35039,Excuse to kiss TS Eliot cheekily seized by setter , Anagram (cheekily) of TS ELIOT in (seized by) ME (setter) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17819, Allocate place in roost ," 29 STAGE DIRECTION Instruction to cast candies to tiger (wild) (5,9) *(candies to tiger) Down ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
88843," Small component, not entirely frozen, circling lake ", PARTICLE The gateway clue – PART ICE (not entirely frozen) round or ‘circling’ L (lake) 16  14 that will be found behind pub (6) BARYON YON (that) ‘behind’ BAR (pub) 18  14 shot North (6) PHOTON PHOTO (shot) N (north) 19  14 sabotaged new routine (8) NEUTRINO An anagram of N (new) and ROUTINE – anagrind is ‘sabotaged’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78704,Moral: ask me about what could save your life ,  *(moral ask me) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
117225,"  Dismal fen spattered  fine leg, perhaps  ","   FIELDSMAN  - DISMAL FEN (""dismal fen"") anagrammed (""spattered"") I'm more a snooker man than a cricket man, myself, but  this chart  of cricket positions isstupendous!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
131736,Respect is high for  royal staff  ," SCEPTRE: (respect)*;  
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
49965,Social media users write tat — it's awful , (write tat it’s)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
131712,"Close to fibula, peasant hurt  foot  "," ANAPAEST: (fibul)A-(peasant )*; 2 short syllables followed by 1 long one; 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
37402,Lentigo peels – hide flakes ," *(PEELS HIDE). It’s a medical term for freckles, which are also known as lentigo (which can mean either a freckle or freckles). ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
125485,  Hard worker  heartless janitor's thrown out ,"   TROJAN  - Heartless JANITOR is JANTOR. Anagram it.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
97150, Finance advanced on Balkan redevelopment? , BANK LOAN An anagram of ON BALKAN – anagrind is ‘redevelopment’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63480,"Weimar Republic extremists involved in genocide, for example ", (Weimar R{epubli}c)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47185,Term one used as small part of speech , R (term one)* = TONEME ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20922,"Small mammal with horn, active at sea "," CHEVROTAIN : Anagram of(… at sea) HORN, ACTIVE. Answer: Aka the mousedeer. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
108257,  Latest of restrictions in force  affected   trees  ,"   CONIFERS  - (S IN FORCE)*, the S from end of restrictionS.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
66515,Assembled at three for drama ,  *(at three) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73353,"Inn shortly to be refurbished to accommodate engineers, initially ", HOSTELRY E(ngineers) in (SHORTLY*) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
51213,Embodiment of spirit once in a broadcast , An anagram (‘broadcast’) of ‘of spirit once in a’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80968," Sloe gin, a complex distillate ", GASOLINE An anagram of SLOE GIN A – anagrind is ‘complex’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27116,Drastically restyle her at address in W1 ," HARLEY STREET : Anagram of(drastically) RESTYLE HER AT Defn: Address in Westminster, London W1, noted for the large number of private (read expensive) specialists in medicine and surgery practising there. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
74489,Perhaps she's a celeb on the rocks? That can be said , PRONOUN (perhaps she) (A CELEB)* AInd: on the rocks. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101582," One taking steps  and  collapsing  on ground, getting up "," DANCER : an anagram of AND, then REC (ground) backwards (getting up). I really struggled with the parsing of this simple clue!   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
125808,  Shelved stand  that now is fashionable ,"   WHATNOT  - THAT NOW (""that now"") anagrammed (""is fashionable"") The anagram indicator is a bit of a stretch for me... I could get on board with 'fashioned', but 'fashionable'?   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
115422,  College  my clue  represented  ,"   LYCEUM  - (MY CLUE)* I wondered about ""represented"" as an anagrind. But of course it's re-presented, as in ""presented again"" (in a different order). Works for me.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
32319,Political gambit gets Latinos furious with Pence ," (Latinos Pence)* — Mike Pence, VP ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
81962,Girl in ragged sari displaying bone disease , chit in (sari)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20852,Gateman upset tycoon , MAGNATE : Anagram of(… upset) GATEMAN. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66471,Unconventional duo – two characters originally making piece of artwork , (duo two c{haracters})* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26289,"Visual story ofporn, of all sorts ", FLOOR PLAN – an anagram (sorts) of PORN OF ALL with the ‘of LA’ indicating the N. American spelling of storey – how many of you tried to make a anagram of ‘LA porn of’ and then found that an L was missing? ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
88856, Spread the word: polyester is peculiar , PROSELYTISE An anagram of POLYESTER IS – anagrind is ‘peculiar’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4349,Delicious food makes Maria sob uncontrollably , AMBROSIA An anagram (‘uncontrollably’) of ‘Maria sob’. ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3939,Changing a belief's not impossible ,   (A BELIEF’S)*    ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
116416,Mazdaist works  printed and published secretly  ," SAMIZDAT - (MAZDAIST*) [""works""] 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
80146,"Twix and KitKat? Mars banned, unfortunately ",  anagram (unfortunately) of MARS BANNED ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78902,Bad rep given notice at south of county — cover needed ,"  [PRE (anagram of REP) AD (notice) ] after (south of, in a down clue) BEDS (county) ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
65241,Eagles seen migrating from part of Africa ,  (Eagles seen)* Down ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4200,"D[II] Gas highly excited, like a weird ", / anag (i.e. excited) of GAS HIGHLY ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61620,"Isn't it involved with curve, educational? ", anagram (involved) of ISN’T IT with CURVE ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69089, Rang Ted about police search? , DRAGNET An anagram of RANG TED – anagrind is ‘about’ ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
128887,"  An honest duo, possibly — or  a much larger number  ","   ONE THOUSAND  - (an honest duo)*.   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
110286,"  Having no one in control , slide errs badly ","   RIDERLESS  -anagram('badly') of SLIDE ERRS   Down   
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
4060,Asia trip arranged for 5 down in retirement ," APIARIST An anagram (‘arranged’) of ‘Asia trip’. The first of the directly themed Sherlock Holmes clues: in His Last Bow, Holmes came out of retirement on a Sussex farm, where he had taken up beekeeping. ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
56773,"Female novelist organised trade crowd, spread at the front ", anagram (organised) of TRADE then RABBLE (crowd) all following (with…at the front) MARG (spread) ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
130072, Opera 's premiere mostly gets hammered ," PETER GRIMES - (PREMIER{e} GETS*) [""hammered""]. Opera by Benjamin Britten. 
",True,False,False,False,False,False,False,False,False,False,False,False,False,False
80539,"Indolence originates in conflict, so good when unhappy to step aside ", (originates – so – g)* = INERTIA I ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80500,Five éclairs possibly contributing to something felt in gut ,  (V eclairs)* ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70836,"Pavlova, for one, reacted on being whipped ", TOE DANCER – an anagram (being whipped) of REACTED ON ,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27172,Prynne ," Thematic entry: Hester Prynne, character in Nigel Hawthorne’s The Scarlet Letter 21 ROAD SIGN F As e.g. SLOW — as fording damaged (8, 2 words) (AS FORDING)* ",True,False,False,False,False,False,False,False,False,False,False,False,False,False
